"distance","name","rating","url","phone"
413.7319476401801,"Brown Bag",3,"http://www.yelp.com/biz/brown-bag-washington","2023311116"
128.0754129888657,"California Grill",2.5,"http://www.yelp.com/biz/california-grill-washington","2024088484"
522.3919431822941,"ChurchKey",4,"http://www.yelp.com/biz/churchkey-washington","2025672576"
336.20241581592927,"Fuel Pizza",3,"http://www.yelp.com/biz/fuel-pizza-washington","2026593835"
363.0451021445056,"Soho Cafe & Market",3.5,"http://www.yelp.com/biz/soho-cafe-and-market-washington-3","2028422400"
93.35047688885074,"Post Pub",3,"http://www.yelp.com/biz/post-pub-washington","2026282111"
440.45672903020915,"Moses Carry Out",3.5,"http://www.yelp.com/biz/moses-carry-out-washington","2023286376"
353.3079622283281,"Noodles & Company",3,"http://www.yelp.com/biz/noodles-and-company-washington-4",undefined
427.52549141291814,"The Daily Market",3.5,"http://www.yelp.com/biz/the-daily-market-washington","2022962727"
129.80588484756996,"1400 North",3,"http://www.yelp.com/biz/1400-north-washington",undefined
125.32592697363468,"Freshii",3,"http://www.yelp.com/biz/freshii-washington-3","2023125531"
252.00873227817982,"Fast Eddie's Billiard Cafe",3,"http://www.yelp.com/biz/fast-eddies-billiard-cafe-washington","2026386800"
396.8289963799865,"Domino's Pizza",2.5,"http://www.yelp.com/biz/dominos-pizza-washington-2","2026398700"
256.4943994618086,"Jimmy John's",3,"http://www.yelp.com/biz/jimmy-johns-washington","2028420490"
334.2890871619045,"DC Slices",3,"http://www.yelp.com/biz/dc-slices-washington","2026426052"
466.74471181190347,"The Sunrise Cafe",3,"http://www.yelp.com/biz/the-sunrise-cafe-washington","2028339538"
240.29309396734843,"Daily 14",4.5,"http://www.yelp.com/biz/daily-14-washington","2022890174"
460.74640104736255,"Cafe Phillips",4,"http://www.yelp.com/biz/cafe-phillips-washington-3","2024084900"
606.4572424066946,"Yum's II Carryout",3.5,"http://www.yelp.com/biz/yums-ii-carryout-washington","2022325608"
562.7896524682893,"Tortilla Coast",2.5,"http://www.yelp.com/biz/tortilla-coast-washington-2","2026293280"
427.52549141291814,"Bravo Bravo",2.5,"http://www.yelp.com/biz/bravo-bravo-washington","2022235330"
225.4874148538861,"Pret A Manger",4,"http://www.yelp.com/biz/pret-a-manger-washington-5","2025598000"
451.4588804026462,"Borinquen Lunch Box",4,"http://www.yelp.com/biz/borinquen-lunch-box-washington","2025560404"
620.2379922442459,"Stoney's Bar And Grill",3.5,"http://www.yelp.com/biz/stoneys-bar-and-grill-washington","2022341818"
539.8949072781412,"Recess",3.5,"http://www.yelp.com/biz/recess-washington-2","2026377667"
452.28009519439473,"AZN Eats",3,"http://www.yelp.com/biz/azn-eats-washington","2026564296"
417.6789724058772,"House of Falafel Truck",2.5,"http://www.yelp.com/biz/house-of-falafel-truck-washington",undefined
309.81655155030523,"Green Lantern",4,"http://www.yelp.com/biz/green-lantern-washington","2023474533"
573.0699132103387,"Teaism",3.5,"http://www.yelp.com/biz/teaism-washington-9","2028352233"
602.2476797786379,"Sweetgreen",4,"http://www.yelp.com/biz/sweetgreen-washington-3","2022347336"
196.81682940758287,"West Wing Cafe",4,"http://www.yelp.com/biz/west-wing-cafe-washington-6","2029123880"
489.4477343212377,"Off The Record",4,"http://www.yelp.com/biz/off-the-record-washington","2026386600"
544.4775537429742,"Crepes Parfait",4.5,"http://www.yelp.com/biz/crepes-parfait-washington","2024554331"
209.52888705491296,"NEA Cafeteria",5,"http://www.yelp.com/biz/nea-cafeteria-washington",undefined
182.8488277742845,"Potbelly Sandwich Shop",3.5,"http://www.yelp.com/biz/potbelly-sandwich-shop-washington-4","2028980534"
58.90316908462091,"Bean & Bite",3.5,"http://www.yelp.com/biz/bean-and-bite-washington","2022963078"
161.94475311556207,"Cornerstone Cafe",4,"http://www.yelp.com/biz/cornerstone-cafe-washington","2024633911"
72.16371336848628,"Lawson's Deli",3.5,"http://www.yelp.com/biz/lawsons-deli-washington",undefined
275.14635146567696,"To Market To Market",3.5,"http://www.yelp.com/biz/to-market-to-market-washington","2028225183"
64.10060273575682,"Stand and Snack",4,"http://www.yelp.com/biz/stand-and-snack-washington","2024520691"
63.73237555269752,"Cafe Phillips",3.5,"http://www.yelp.com/biz/cafe-phillips-washington-7","2023313213"
409.46804402663065,"Pret A Manger",4,"http://www.yelp.com/biz/pret-a-manger-washington-7","2028577945"
222.56619953505046,"Mo-Joe Coffee",5,"http://www.yelp.com/biz/mo-joe-coffee-washington","2020000000"
261.8507689607642,"Happy Carry Out",5,"http://www.yelp.com/biz/happy-carry-out-washington",undefined
444.42539537471794,"Popeyes Famous Fried Chicken",2.5,"http://www.yelp.com/biz/popeyes-famous-fried-chicken-washington-4","2024620695"
667.4782325189035,"Cafe Luna",3,"http://www.yelp.com/biz/cafe-luna-washington","2023874005"
296.4869358018508,"National Geographic Cafeteria",4,"http://www.yelp.com/biz/national-geographic-cafeteria-washington",undefined
335.7105623711015,"The Eye Street Grill",4,"http://www.yelp.com/biz/the-eye-street-grill-washington","2022897561"
165.8326560064525,"Sushi and Bibimbap",4,"http://www.yelp.com/biz/sushi-and-bibimbap-washington","2023932292"
167.74565181531347,"Redfire",4,"http://www.yelp.com/biz/redfire-washington","2023476460"
204.8368510109898,"North Gate Grill",4,"http://www.yelp.com/biz/north-gate-grill-washington",undefined
356.8745139200888,"Ferdinand's Snack Bar",3.5,"http://www.yelp.com/biz/ferdinands-snack-bar-washington-2","2022964625"
138.89246966527224,"George Papakosta's Gyro Stand",3,"http://www.yelp.com/biz/george-papakostas-gyro-stand-washington",undefined
156.84790650881175,"Frankie's",2.5,"http://www.yelp.com/biz/frankies-washington","2026260090"
167.74565181531347,"Washington Cafe",2.5,"http://www.yelp.com/biz/washington-cafe-washington","2023477700"
364.7930137672385,"T Js Gourmet",4,"http://www.yelp.com/biz/t-js-gourmet-washington","2028980777"
205.45597978836136,"Au Bon Pain",3,"http://www.yelp.com/biz/au-bon-pain-washington-19","2028983150"
364.7930137672385,"Sunrise Deli",3.5,"http://www.yelp.com/biz/sunrise-deli-washington-2","2023719810"
202.17746339719537,"Pizza Autentica",3,"http://www.yelp.com/biz/pizza-autentica-washington-3","2028981480"
396.8289963799865,"Quiznos Subs",4,"http://www.yelp.com/biz/quiznos-subs-washington-8","2024080101"
398.4509599751681,"Noodles N Company",4,"http://www.yelp.com/biz/noodles-n-company-washington",undefined
397.88153124050064,"American Deli",4,"http://www.yelp.com/biz/american-deli-washington","2026820811"
624.7222445620574,"Potbelly Sandwich Shop",4,"http://www.yelp.com/biz/potbelly-sandwich-shop-washington-9","2026289500"
389.16604674050444,"The Ascot",4,"http://www.yelp.com/biz/the-ascot-washington","2022967640"
387.7147341857383,"Subway Sandwich Shop",3.5,"http://www.yelp.com/biz/subway-sandwich-shop-washington-7","2022894301"
165.8326560064525,"Sushi Express",2,"http://www.yelp.com/biz/sushi-express-washington-2","2023932292"
312.8290473831496,"Decanter at St. Regis",1,"http://www.yelp.com/biz/decanter-at-st-regis-washington","2025098000"
602.8094538998689,"Food Chain",3.5,"http://www.yelp.com/biz/food-chain-washington-2",undefined
206.91905171746012,"Pizza Authentica",2,"http://www.yelp.com/biz/pizza-authentica-washington-2",undefined
255.7848861521862,"The Brown Bag",2.5,"http://www.yelp.com/biz/the-brown-bag-washington","2024080777"
267.367044950784,"Subway",1.5,"http://www.yelp.com/biz/subway-washington-6","2028985784"
544.4775537429742,"Rolling Ficelle",4,"http://www.yelp.com/biz/rolling-ficelle-washington","2026048126"
33.03307988913675,"Jack's Famous Deli",1.5,"http://www.yelp.com/biz/jacks-famous-deli-washington-5","2024299880"
403.6649101572263,"Amorini Panini Truck",3,"http://www.yelp.com/biz/amorini-panini-truck-washington",undefined
427.52549141291814,"On the Fly SmartKafe",3.5,"http://www.yelp.com/biz/on-the-fly-smartkafe-washington","2025449046"
736.792418761477,"Au Bon Pain",2.5,"http://www.yelp.com/biz/au-bon-pain-washington-13","2026390846"
422.5888032137201,"LA Cafe",3,"http://www.yelp.com/biz/la-cafe-washington",undefined
478.98788440198877,"Woodward Takeout Food",4.5,"http://www.yelp.com/biz/woodward-takeout-food-washington","2023475355"
544.4775537429742,"Mojo Truck",3.5,"http://www.yelp.com/biz/mojo-truck-washington",undefined
417.6789724058772,"Sauca Grill",2,"http://www.yelp.com/biz/sauca-grill-washington-dc",undefined
379.7398852124395,"Subway Sandwiches & Salads",1,"http://www.yelp.com/biz/subway-sandwiches-and-salads-washington-20","2022238720"
380.5875829052902,"American Enterprises Institute",5,"http://www.yelp.com/biz/american-enterprises-institute-washington","2026594464"
514.7272171056502,"Solar Cafe",3,"http://www.yelp.com/biz/solar-cafe-washington","2024087888"
247.57198089022828,"National Education Association",3.5,"http://www.yelp.com/biz/national-education-association-washington","2028334000"
557.697524788465,"Metro Cafe",4,"http://www.yelp.com/biz/metro-cafe-washington","2023285159"
572.4392511853808,"Pret A Manger",3.5,"http://www.yelp.com/biz/pret-a-manger-washington-6","2023930533"
573.9830234870282,"New York Lobby Shop",4,"http://www.yelp.com/biz/new-york-lobby-shop-washington","2029370444"
597.7381545207614,"New York Cafe",3.5,"http://www.yelp.com/biz/new-york-cafe-washington","2027370247"
632.4716846557075,"Chef Express Carry Out",4,"http://www.yelp.com/biz/chef-express-carry-out-washington","2024833722"
603.7741320237736,"Mid-City Fish Market",3,"http://www.yelp.com/biz/mid-city-fish-market-washington","2023324068"
596.8632277054617,"Tayloe House Cafe",3,"http://www.yelp.com/biz/tayloe-house-cafe-washington","2028421807"
720.0557272782908,"Subway",3,"http://www.yelp.com/biz/subway-washington-80","2028898800"
322.3796599024517,"Cafe Bambas",5,"http://www.yelp.com/biz/cafe-bambas-washington","2023339999"
415.72958791357263,"The Grill @ Roc Bar",1,"http://www.yelp.com/biz/the-grill-roc-bar-washington-2","2023670327"
556.5704288727223,"German Deli",4,"http://www.yelp.com/biz/german-deli-washington","2023475732"
667.4782325189035,"Malgudi",1,"http://www.yelp.com/biz/malgudi-washington-2","2023877400"
